# Ollama Document Processing Module Code Map
# ==========================================
# This document maps the components of the document processing module within the main Ollama project.
# This module resides primarily within the 'lmstudio' directory but integrates with the core Ollama system.
# It provides functionality for ingesting, analyzing, and searching documents alongside Ollama models.

# API Types
# Environment Variables and Configuration
Config,LMSTUDIO_DOCS_PATH,environment variable,N/A,Path to store documents,N/A,String,1.0.0,Required,N/A,"Default: ./data/documents","Base directory for document storage"
Config,LMSTUDIO_VECTORS_PATH,environment variable,N/A,Path to store vector embeddings,N/A,String,1.0.0,Required,N/A,"Default: ./data/vectors","Base directory for vector storage"
Config,MAX_CHUNK_SIZE,config.js,N/A,Maximum size of document chunks,N/A,Number,1.0.0,Optional,N/A,"Default: 1000","Character count limit for document chunks"
Config,CHUNK_OVERLAP,config.js,N/A,Overlap between consecutive chunks,N/A,Number,1.0.0,Optional,N/A,"Default: 200","Character overlap between chunks"
Config,MIN_SIMILARITY_THRESHOLD,config.js,N/A,Minimum similarity score for search results,N/A,Number,1.0.0,Optional,N/A,"Default: 0.3","Threshold for semantic search"
Config,MAX_RESULTS,config.js,N/A,Maximum number of search results,N/A,Number,1.0.0,Optional,N/A,"Default: 20","Limit for search results"
Config,ENABLE_HYBRID_SEARCH,config.js,N/A,Enable hybrid search (semantic + keyword),N/A,Boolean,1.2.0,Optional,N/A,"Default: true","Toggle for hybrid search"
Config,HIGHLIGHT_MATCHES,config.js,N/A,Highlight matched terms in results,N/A,Boolean,1.2.0,Optional,N/A,"Default: true","Toggle for highlighting"
Config,ANALYZER_TIMEOUT_MS,config.js,N/A,Timeout for document analysis,N/A,Number,1.1.0,Optional,N/A,"Default: 30000","Milliseconds before timing out analysis"

# Import Path Inconsistencies
Note,Import Path Issue,Multiple files,N/A,There's a mismatch between filesystem structure and import paths,N/A,N/A,N/A,Issues,N/A,N/A,"The filesystem has documents under lmstudio/documents but imports use github.com/ollama/ollama/documents"

# Version History
Version,1.0.0,N/A,N/A,Initial release of the document processing module,N/A,N/A,N/A,Released,N/A,N/A,"Basic document upload, processing, and retrieval"
Version,1.1.0,N/A,N/A,Added document analysis features to the module,N/A,N/A,N/A,Released,N/A,N/A,"Document sections, TOC, entities extraction"
Version,1.2.0,N/A,N/A,Enhanced search functionality within the module,N/A,N/A,N/A,Current,N/A,N/A,"Hybrid search, improved UI, advanced result filtering"
Version,1.3.0,N/A,N/A,Planned - Integration with external AI models via Ollama core,N/A,N/A,N/A,Planned,N/A,N/A,"AI-assisted document analysis and search capabilities leveraging Ollama models"
